,gameid,run_total,venue_name,home_team,away_team,game_date,status,temp,weather_category,division,league
12946,381530,4,U.S. Cellular Field,Chicago White Sox,Detroit Tigers,2014-06-12,Final,74,cloudy,AL_central,AL
12947,381531,5,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,2014-06-12,Final,73,overcast,NL_central,NL
12948,381532,6,Citi Field,New York Mets,Milwaukee Brewers,2014-06-12,Final,76,cloudy,NL_east,NL
12949,381533,9,Safeco Field,Seattle Mariners,New York Yankees,2014-06-12,Final,63,partly cloudy,AL_west,AL
12950,381534,10,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,2014-06-12,Final,70,drizzle,NL_east,NL
12951,381535,6,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,2014-06-12,Final,73,overcast,AL_east,AL
12952,381536,8,AT&T Park,San Francisco Giants,Washington Nationals,2014-06-12,Final,64,partly cloudy,NL_west,NL
12953,381537,7,Turner Field,Atlanta Braves,Los Angeles Angels,2014-06-13,Final,75,cloudy,NL_east,NL
12954,381538,7,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,2014-06-13,Final,67,clear,NL_west,NL
12955,381539,3,Citizens Bank Park,Philadelphia Phillies,Chicago Cubs,2014-06-13,Final,72,cloudy,NL_east,NL
12956,381540,11,Miller Park,Milwaukee Brewers,Cincinnati Reds,2014-06-13,Final,75,roof closed,NL_central,NL
12957,381541,13,Fenway Park,Boston Red Sox,Cleveland Indians,2014-06-13,Final,63,cloudy,AL_east,AL
12958,381542,11,AT&T Park,San Francisco Giants,Colorado Rockies,2014-06-13,Final,64,clear,NL_west,NL
12959,381543,9,U.S. Cellular Field,Chicago White Sox,Kansas City Royals,2014-06-13,Final,65,clear,AL_central,AL
12960,381544,2,Comerica Park,Detroit Tigers,Minnesota Twins,2014-06-13,Final,63,cloudy,AL_central,AL
12961,381545,7,Oakland Coliseum,Oakland Athletics,New York Yankees,2014-06-13,Final,67,clear,AL_west,AL
12962,381546,14,Marlins Park,Miami Marlins,Pittsburgh Pirates,2014-06-13,Final,75,roof closed,NL_east,NL
12963,381547,8,Citi Field,New York Mets,San Diego Padres,2014-06-13,Final,69,cloudy,NL_east,NL
12964,381548,7,Minute Maid Park,Houston Astros,Tampa Bay Rays,2014-06-13,Final,73,roof closed,AL_west,AL
12965,381549,1,Safeco Field,Seattle Mariners,Texas Rangers,2014-06-13,Final,60,overcast,AL_west,AL
12966,381550,4,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,2014-06-13,Final,78,cloudy,AL_east,AL
12967,381551,1,Busch Stadium,St. Louis Cardinals,Washington Nationals,2014-06-13,Final,76,clear,NL_central,NL
12968,381552,17,Turner Field,Atlanta Braves,Los Angeles Angels,2014-06-14,Final,87,partly cloudy,NL_east,NL
12969,381553,10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,2014-06-14,Final,70,partly cloudy,NL_west,NL
12970,381554,11,Citizens Bank Park,Philadelphia Phillies,Chicago Cubs,2014-06-14,Final,78,partly cloudy,NL_east,NL
12971,381555,6,Miller Park,Milwaukee Brewers,Cincinnati Reds,2014-06-14,Final,70,roof closed,NL_central,NL
12972,381556,5,Fenway Park,Boston Red Sox,Cleveland Indians,2014-06-14,Final,75,cloudy,AL_east,AL
12973,381557,9,AT&T Park,San Francisco Giants,Colorado Rockies,2014-06-14,Final,72,partly cloudy,NL_west,NL
12974,381558,10,U.S. Cellular Field,Chicago White Sox,Kansas City Royals,2014-06-14,Final,76,sunny,AL_central,AL
12975,381559,21,Comerica Park,Detroit Tigers,Minnesota Twins,2014-06-14,Final,70,sunny,AL_central,AL
12976,381560,6,Oakland Coliseum,Oakland Athletics,New York Yankees,2014-06-14,Final,72,partly cloudy,AL_west,AL
12977,381561,14,Marlins Park,Miami Marlins,Pittsburgh Pirates,2014-06-14,Final,77,roof closed,NL_east,NL
12978,381562,5,Citi Field,New York Mets,San Diego Padres,2014-06-14,Final,74,partly cloudy,NL_east,NL
12979,381563,10,Minute Maid Park,Houston Astros,Tampa Bay Rays,2014-06-14,Final,73,roof closed,AL_west,AL
12980,381564,7,Safeco Field,Seattle Mariners,Texas Rangers,2014-06-14,Final,61,cloudy,AL_west,AL
12981,381565,5,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,2014-06-14,Final,71,partly cloudy,AL_east,AL
12982,381566,5,Busch Stadium,St. Louis Cardinals,Washington Nationals,2014-06-14,Final,83,clear,NL_central,NL
12983,381567,10,Turner Field,Atlanta Braves,Los Angeles Angels,2014-06-15,Final,81,cloudy,NL_east,NL
12984,381568,9,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,2014-06-15,Final,74,sunny,NL_west,NL
12985,381569,3,Citizens Bank Park,Philadelphia Phillies,Chicago Cubs,2014-06-15,Final,80,sunny,NL_east,NL
12986,381570,17,Miller Park,Milwaukee Brewers,Cincinnati Reds,2014-06-15,Final,77,cloudy,NL_central,NL
12987,381571,5,Fenway Park,Boston Red Sox,Cleveland Indians,2014-06-15,Final,75,sunny,AL_east,AL
12988,381572,15,AT&T Park,San Francisco Giants,Colorado Rockies,2014-06-15,Final,64,sunny,NL_west,NL
12989,381573,9,U.S. Cellular Field,Chicago White Sox,Kansas City Royals,2014-06-15,Final,79,cloudy,AL_central,AL
12990,381574,7,Comerica Park,Detroit Tigers,Minnesota Twins,2014-06-15,Final,74,sunny,AL_central,AL
12991,381575,15,Oakland Coliseum,Oakland Athletics,New York Yankees,2014-06-15,Final,62,partly cloudy,AL_west,AL
12992,381576,5,Marlins Park,Miami Marlins,Pittsburgh Pirates,2014-06-15,Final,77,roof closed,NL_east,NL
12993,381577,4,Citi Field,New York Mets,San Diego Padres,2014-06-15,Final,75,sunny,NL_east,NL
12994,381578,7,Minute Maid Park,Houston Astros,Tampa Bay Rays,2014-06-15,Final,73,roof closed,AL_west,AL
12995,381579,6,Safeco Field,Seattle Mariners,Texas Rangers,2014-06-15,Final,60,roof closed,AL_west,AL
12996,381580,7,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,2014-06-15,Final,74,partly cloudy,AL_east,AL
12997,381581,7,Busch Stadium,St. Louis Cardinals,Washington Nationals,2014-06-15,Final,80,cloudy,NL_central,NL
12998,381582,7,Progressive Field,Cleveland Indians,Los Angeles Angels,2014-06-16,Final,81,partly cloudy,AL_central,AL
12999,381583,9,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,2014-06-16,Final,72,dome,AL_east,AL
13000,381584,9,Marlins Park,Miami Marlins,Chicago Cubs,2014-06-16,Final,77,roof closed,NL_east,NL
13001,381585,7,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,2014-06-16,Final,67,clear,NL_west,NL
13002,381586,19,Comerica Park,Detroit Tigers,Kansas City Royals,2014-06-16,Final,89,partly cloudy,AL_central,AL
13003,381587,12,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,2014-06-16,Final,101,clear,NL_west,NL
13004,381588,1,Fenway Park,Boston Red Sox,Minnesota Twins,2014-06-16,Final,77,clear,AL_east,AL
13005,381589,8,Busch Stadium,St. Louis Cardinals,New York Mets,2014-06-16,Final,91,clear,NL_central,NL
13006,381590,7,Turner Field,Atlanta Braves,Philadelphia Phillies,2014-06-16,Final,89,partly cloudy,NL_east,NL
13007,381591,6,Safeco Field,Seattle Mariners,San Diego Padres,2014-06-16,Final,64,partly cloudy,AL_west,AL
13008,381592,22,Oakland Coliseum,Oakland Athletics,Texas Rangers,2014-06-16,Final,57,cloudy,AL_west,AL
13009,381593,12,Progressive Field,Cleveland Indians,Los Angeles Angels,2014-06-17,Final,91,partly cloudy,AL_central,AL
13010,381594,12,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,2014-06-17,Final,72,dome,AL_east,AL
13011,381595,11,Marlins Park,Miami Marlins,Chicago Cubs,2014-06-17,Final,77,roof closed,NL_east,NL
13012,381596,11,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2014-06-17,Final,86,partly cloudy,NL_central,NL
13013,381597,6,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,2014-06-17,Final,68,clear,NL_west,NL
13014,381598,11,Nationals Park,Washington Nationals,Houston Astros,2014-06-17,Final,92,clear,NL_east,NL
13015,381599,15,Comerica Park,Detroit Tigers,Kansas City Royals,2014-06-17,Final,90,cloudy,AL_central,AL
13016,381600,12,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,2014-06-17,Final,100,clear,NL_west,NL
13017,381601,3,Fenway Park,Boston Red Sox,Minnesota Twins,2014-06-17,Final,82,cloudy,AL_east,AL
13018,381602,7,Busch Stadium,St. Louis Cardinals,New York Mets,2014-06-17,Final,88,clear,NL_central,NL
13019,381603,7,Turner Field,Atlanta Braves,Philadelphia Phillies,2014-06-17,Final,88,partly cloudy,NL_east,NL
13020,381604,7,Safeco Field,Seattle Mariners,San Diego Padres,2014-06-17,Final,60,partly cloudy,AL_west,AL
13021,381605,10,U.S. Cellular Field,Chicago White Sox,San Francisco Giants,2014-06-17,Final,78,partly cloudy,AL_central,AL
13022,381606,16,Oakland Coliseum,Oakland Athletics,Texas Rangers,2014-06-17,Final,67,clear,AL_west,AL
13023,381607,4,Yankee Stadium,New York Yankees,Toronto Blue Jays,2014-06-17,Final,85,clear,AL_east,AL
13024,381609,2,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,2014-06-18,Final,72,dome,AL_east,AL
13025,381610,7,Marlins Park,Miami Marlins,Chicago Cubs,2014-06-18,Final,75,roof closed,NL_east,NL
13026,381611,15,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2014-06-18,Final,86,partly cloudy,NL_central,NL
13027,381612,8,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,2014-06-18,Final,71,clear,NL_west,NL
13028,381613,11,Nationals Park,Washington Nationals,Houston Astros,2014-06-18,Final,94,partly cloudy,NL_east,NL
13029,381614,3,Comerica Park,Detroit Tigers,Kansas City Royals,2014-06-18,Final,80,cloudy,AL_central,AL
13030,381615,7,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,2014-06-18,Final,97,clear,NL_west,NL
13031,381616,3,Fenway Park,Boston Red Sox,Minnesota Twins,2014-06-18,Final,86,partly cloudy,AL_east,AL
13032,381617,5,Busch Stadium,St. Louis Cardinals,New York Mets,2014-06-18,Final,90,partly cloudy,NL_central,NL
13033,381618,15,Turner Field,Atlanta Braves,Philadelphia Phillies,2014-06-18,Final,90,sunny,NL_east,NL
13034,381619,3,PETCO Park,San Diego Padres,Seattle Mariners,2014-06-18,Final,67,clear,NL_west,NL
13035,381620,13,U.S. Cellular Field,Chicago White Sox,San Francisco Giants,2014-06-18,Final,68,overcast,AL_central,AL
13036,381621,6,Oakland Coliseum,Oakland Athletics,Texas Rangers,2014-06-18,Final,77,sunny,AL_west,AL
13037,381622,10,Yankee Stadium,New York Yankees,Toronto Blue Jays,2014-06-18,Final,87,clear,AL_east,AL
13038,381623,8,Progressive Field,Cleveland Indians,Los Angeles Angels,2014-06-19,Final,72,overcast,AL_central,AL
13039,381624,3,Nationals Park,Washington Nationals,Atlanta Braves,2014-06-19,Final,73,cloudy,NL_east,NL
13040,381625,6,Oakland Coliseum,Oakland Athletics,Boston Red Sox,2014-06-19,Final,59,partly cloudy,AL_west,AL
13041,381626,6,Target Field,Minnesota Twins,Chicago White Sox,2014-06-19,Final,67,overcast,AL_central,AL
13042,381627,7,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2014-06-19,Final,73,cloudy,NL_central,NL
13043,381628,5,Tropicana Field,Tampa Bay Rays,Houston Astros,2014-06-19,Final,72,dome,AL_east,AL
13044,381629,5,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,2014-06-19,Final,75,roof closed,NL_west,NL
13045,381630,1,Marlins Park,Miami Marlins,New York Mets,2014-06-19,Final,75,roof closed,NL_east,NL
13046,381631,5,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,2014-06-19,Final,91,partly cloudy,NL_central,NL
13047,381632,5,PETCO Park,San Diego Padres,Seattle Mariners,2014-06-19,Final,73,sunny,NL_west,NL
13048,381633,10,Yankee Stadium,New York Yankees,Toronto Blue Jays,2014-06-19,Final,80,clear,AL_east,AL
13049,381634,10,Nationals Park,Washington Nationals,Atlanta Braves,2014-06-20,Final,82,clear,NL_east,NL
13050,381635,8,Yankee Stadium,New York Yankees,Baltimore Orioles,2014-06-20,Final,79,partly cloudy,AL_east,AL
13051,381636,7,Oakland Coliseum,Oakland Athletics,Boston Red Sox,2014-06-20,Final,68,partly cloudy,AL_west,AL
13052,381637,9,Target Field,Minnesota Twins,Chicago White Sox,2014-06-20,Final,83,clear,AL_central,AL
13053,381638,10,Progressive Field,Cleveland Indians,Detroit Tigers,2014-06-20,Final,68,overcast,AL_central,AL
13054,381639,4,Tropicana Field,Tampa Bay Rays,Houston Astros,2014-06-20,Final,72,dome,AL_east,AL
13055,381640,11,PETCO Park,San Diego Padres,Los Angeles Dodgers,2014-06-20,Final,69,clear,NL_west,NL
13056,381641,23,Coors Field,Colorado Rockies,Milwaukee Brewers,2014-06-20,Final,83,partly cloudy,NL_west,NL
13057,381642,5,Marlins Park,Miami Marlins,New York Mets,2014-06-20,Final,75,roof closed,NL_east,NL
13058,381643,6,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,2014-06-20,Final,83,cloudy,NL_central,NL
13059,381644,9,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,2014-06-20,Final,81,cloudy,NL_central,NL
13060,381645,12,Kauffman Stadium,Kansas City Royals,Seattle Mariners,2014-06-20,Final,89,clear,AL_central,AL
13061,381646,5,Chase Field,Arizona Diamondbacks,San Francisco Giants,2014-06-20,Final,78,roof closed,NL_west,NL
13062,381647,10,Angel Stadium of Anaheim,Los Angeles Angels,Texas Rangers,2014-06-20,Final,75,partly cloudy,AL_west,AL
13063,381648,23,Great American Ball Park,Cincinnati Reds,Toronto Blue Jays,2014-06-20,Final,77,overcast,NL_central,NL
13064,381649,3,Nationals Park,Washington Nationals,Atlanta Braves,2014-06-21,Final,71,overcast,NL_east,NL
13065,381650,7,Yankee Stadium,New York Yankees,Baltimore Orioles,2014-06-21,Final,76,sunny,AL_east,AL
13066,381651,3,Oakland Coliseum,Oakland Athletics,Boston Red Sox,2014-06-21,Final,58,partly cloudy,AL_west,AL
13067,381652,7,Target Field,Minnesota Twins,Chicago White Sox,2014-06-21,Final,81,partly cloudy,AL_central,AL
13068,381653,9,Progressive Field,Cleveland Indians,Detroit Tigers,2014-06-21,Final,69,clear,AL_central,AL
13069,381654,8,Tropicana Field,Tampa Bay Rays,Houston Astros,2014-06-21,Final,72,dome,AL_east,AL
13070,381655,6,PETCO Park,San Diego Padres,Los Angeles Dodgers,2014-06-21,Final,68,partly cloudy,NL_west,NL
13071,381656,13,Coors Field,Colorado Rockies,Milwaukee Brewers,2014-06-21,Final,85,partly cloudy,NL_west,NL
13072,381657,4,Marlins Park,Miami Marlins,New York Mets,2014-06-21,Final,75,roof closed,NL_east,NL
13073,381658,5,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,2014-06-21,Final,92,partly cloudy,NL_central,NL
13074,381659,8,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,2014-06-21,Final,70,overcast,NL_central,NL
13075,381660,3,Kauffman Stadium,Kansas City Royals,Seattle Mariners,2014-06-21,Final,91,cloudy,AL_central,AL
13076,381661,10,Chase Field,Arizona Diamondbacks,San Francisco Giants,2014-06-21,Final,79,roof closed,NL_west,NL
13077,381662,5,Angel Stadium of Anaheim,Los Angeles Angels,Texas Rangers,2014-06-21,Final,72,clear,AL_west,AL
13078,381663,12,Great American Ball Park,Cincinnati Reds,Toronto Blue Jays,2014-06-21,Final,80,partly cloudy,NL_central,NL
13079,381664,5,Nationals Park,Washington Nationals,Atlanta Braves,2014-06-22,Final,78,cloudy,NL_east,NL
13080,381665,8,Yankee Stadium,New York Yankees,Baltimore Orioles,2014-06-22,Final,78,sunny,AL_east,AL
13081,381666,13,Oakland Coliseum,Oakland Athletics,Boston Red Sox,2014-06-22,Final,60,sunny,AL_west,AL
13082,381667,11,Target Field,Minnesota Twins,Chicago White Sox,2014-06-22,Final,73,overcast,AL_central,AL
13083,381668,14,Progressive Field,Cleveland Indians,Detroit Tigers,2014-06-22,Final,72,sunny,AL_central,AL
13084,381669,7,Tropicana Field,Tampa Bay Rays,Houston Astros,2014-06-22,Final,72,dome,AL_east,AL
13085,381670,3,PETCO Park,San Diego Padres,Los Angeles Dodgers,2014-06-22,Final,69,sunny,NL_west,NL
13086,381671,11,Coors Field,Colorado Rockies,Milwaukee Brewers,2014-06-22,Final,72,cloudy,NL_west,NL
13087,381672,16,Marlins Park,Miami Marlins,New York Mets,2014-06-22,Final,75,roof closed,NL_east,NL
13088,381673,8,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,2014-06-22,Final,84,partly cloudy,NL_central,NL
13089,381674,3,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,2014-06-22,Final,65,partly cloudy,NL_central,NL
13090,381675,3,Kauffman Stadium,Kansas City Royals,Seattle Mariners,2014-06-22,Final,90,partly cloudy,AL_central,AL
13091,381676,5,Chase Field,Arizona Diamondbacks,San Francisco Giants,2014-06-22,Final,76,roof closed,NL_west,NL
13092,381677,7,Angel Stadium of Anaheim,Los Angeles Angels,Texas Rangers,2014-06-22,Final,75,clear,AL_west,AL
13093,381678,7,Great American Ball Park,Cincinnati Reds,Toronto Blue Jays,2014-06-22,Final,86,partly cloudy,NL_central,NL
13094,381679,15,Safeco Field,Seattle Mariners,Boston Red Sox,2014-06-23,Final,69,partly cloudy,AL_west,AL
13095,381680,10,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,2014-06-23,Final,80,clear,AL_east,AL
13096,381681,7,Wrigley Field,Chicago Cubs,Cincinnati Reds,2014-06-23,Final,75,partly cloudy,NL_central,NL
13097,381682,15,Progressive Field,Cleveland Indians,Detroit Tigers,2014-09-04,Final,85,clear,AL_central,AL
13098,381683,8,Kauffman Stadium,Kansas City Royals,Los Angeles Dodgers,2014-06-23,Final,79,cloudy,AL_central,AL
13099,381684,4,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,2014-06-23,Final,81,partly cloudy,NL_east,NL
13100,381685,10,Angel Stadium of Anaheim,Los Angeles Angels,Minnesota Twins,2014-06-26,Final,77,overcast,AL_west,AL
13101,381686,11,Rogers Centre,Toronto Blue Jays,New York Yankees,2014-06-23,Final,68,roof closed,AL_east,AL
13102,381687,9,Tropicana Field,Tampa Bay Rays,Pittsburgh Pirates,2014-06-23,Final,72,dome,AL_east,AL
13103,381688,6,AT&T Park,San Francisco Giants,San Diego Padres,2014-06-23,Final,63,clear,NL_west,NL
13104,381689,8,Coors Field,Colorado Rockies,St. Louis Cardinals,2014-06-23,Final,67,partly cloudy,NL_west,NL
13105,381690,3,Miller Park,Milwaukee Brewers,Washington Nationals,2014-06-23,Final,70,roof closed,NL_central,NL
13106,381691,5,Minute Maid Park,Houston Astros,Atlanta Braves,2014-06-24,Final,73,roof closed,AL_west,AL
13107,381692,10,Safeco Field,Seattle Mariners,Boston Red Sox,2014-06-24,Final,75,clear,AL_west,AL
13108,381693,6,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,2014-06-24,Final,81,clear,AL_east,AL
13109,381694,10,Wrigley Field,Chicago Cubs,Cincinnati Reds,2014-06-24,Final,75,cloudy,NL_central,NL
13110,381695,17,Chase Field,Arizona Diamondbacks,Cleveland Indians,2014-06-24,Final,79,roof closed,NL_west,NL
13111,381696,10,Rangers Ballpark in Arlington,Texas Rangers,Detroit Tigers,2014-06-24,Final,74,cloudy,AL_west,AL
13112,381697,2,Kauffman Stadium,Kansas City Royals,Los Angeles Dodgers,2014-06-24,Final,82,cloudy,AL_central,AL
13113,381698,11,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,2014-06-24,Final,85,clear,NL_east,NL
13114,381699,14,Angel Stadium of Anaheim,Los Angeles Angels,Minnesota Twins,2014-06-24,Final,74,clear,AL_west,AL
13115,381700,13,Rogers Centre,Toronto Blue Jays,New York Yankees,2014-06-24,Final,68,roof closed,AL_east,AL
13116,381701,11,Citi Field,New York Mets,Oakland Athletics,2014-06-24,Final,74,partly cloudy,NL_east,NL
13117,381702,11,Tropicana Field,Tampa Bay Rays,Pittsburgh Pirates,2014-06-24,Final,72,dome,AL_east,AL
13118,381703,9,AT&T Park,San Francisco Giants,San Diego Padres,2014-06-24,Final,64,partly cloudy,NL_west,NL
13119,381704,15,Coors Field,Colorado Rockies,St. Louis Cardinals,2014-06-24,Final,78,cloudy,NL_west,NL
13120,381705,6,Miller Park,Milwaukee Brewers,Washington Nationals,2014-06-24,Final,72,cloudy,NL_central,NL
13121,381706,4,Minute Maid Park,Houston Astros,Atlanta Braves,2014-06-25,Final,73,roof closed,AL_west,AL
13122,381707,9,Safeco Field,Seattle Mariners,Boston Red Sox,2014-06-25,Final,75,partly cloudy,AL_west,AL
13123,381708,9,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,2014-06-25,Final,85,partly cloudy,AL_east,AL
13124,381709,5,Wrigley Field,Chicago Cubs,Cincinnati Reds,2014-06-25,Final,59,overcast,NL_central,NL
13125,381710,7,Chase Field,Arizona Diamondbacks,Cleveland Indians,2014-06-25,Final,79,roof closed,NL_west,NL
13126,381711,14,Rangers Ballpark in Arlington,Texas Rangers,Detroit Tigers,2014-06-25,Final,79,cloudy,AL_west,AL
13127,381712,9,Kauffman Stadium,Kansas City Royals,Los Angeles Dodgers,2014-06-25,Final,87,clear,AL_central,AL
13128,381713,5,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,2014-06-25,Final,87,cloudy,NL_east,NL
13129,381714,8,Angel Stadium of Anaheim,Los Angeles Angels,Minnesota Twins,2014-06-25,Final,75,clear,AL_west,AL
13130,381715,8,Rogers Centre,Toronto Blue Jays,New York Yankees,2014-06-25,Final,68,roof closed,AL_east,AL
13131,381716,13,Citi Field,New York Mets,Oakland Athletics,2014-06-25,Final,79,partly cloudy,NL_east,NL
13132,381717,6,Tropicana Field,Tampa Bay Rays,Pittsburgh Pirates,2014-06-25,Final,72,dome,AL_east,AL
13133,381718,4,AT&T Park,San Francisco Giants,San Diego Padres,2014-06-25,Final,65,overcast,NL_west,NL
13134,381719,15,Coors Field,Colorado Rockies,St. Louis Cardinals,2014-06-25,Final,81,cloudy,NL_west,NL
